,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_boosting_type,param_learning_rate,param_n_estimators,param_objective,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
25,1.3677987098693847,0.2965935255860024,0.004998302459716797,0.0007080709983114656,dart,0.3,500,multiclass,"{'boosting_type': 'dart', 'learning_rate': 0.3, 'n_estimators': 500, 'objective': 'multiclass'}",0.9832220709271624,0.9789764344904692,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9856617860451484,0.004248256189934367,39
26,2.893502187728882,0.4895869583717185,0.00817699432373047,0.0010410982071224345,dart,0.3,1000,multiclass,"{'boosting_type': 'dart', 'learning_rate': 0.3, 'n_estimators': 1000, 'objective': 'multiclass'}",0.9832220709271624,0.9831931720241912,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9865051335518927,0.0031010436296748257,30
27,0.12501940727233887,0.007412093770078722,0.0031852245330810545,0.0008634042824007068,dart,0.5,100,multiclass,"{'boosting_type': 'dart', 'learning_rate': 0.5, 'n_estimators': 100, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9865136560248825,0.004098020298701925,21
28,0.7783505916595459,0.019454216776503802,0.0052643299102783205,0.0015171213697089381,dart,0.5,500,multiclass,"{'boosting_type': 'dart', 'learning_rate': 0.5, 'n_estimators': 500, 'objective': 'multiclass'}",0.9832220709271624,0.9831931720241912,0.9872959190566795,0.9873019222896946,0.9957605745185628,0.9873547317632582,0.004583926379205572,13
29,3.580250883102417,0.5497026663980231,0.01203298568725586,0.007444591513762735,dart,0.5,1000,multiclass,"{'boosting_type': 'dart', 'learning_rate': 0.5, 'n_estimators': 1000, 'objective': 'multiclass'}",0.9832220709271624,0.9874225894416878,0.9872959190566795,0.9915254237288136,0.9957605745185628,0.9890453155345812,0.004262615292149374,2
30,0.36049623489379884,0.10404830773849173,0.004950904846191406,0.002602403123141671,goss,0.05,100,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.05, 'n_estimators': 100, 'objective': 'multiclass'}",0.9793129606429359,0.9789764344904692,0.9957799175378994,0.9873019222896946,0.991512583461736,0.986576763684547,0.006634968744608429,17
31,4.089336347579956,3.056452942276426,0.02009611129760742,0.017368847130435378,goss,0.05,500,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.05, 'n_estimators': 500, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9915415946555087,0.9915254237288136,0.991512583461736,0.988207491432472,0.00487417979026621,3
32,1.0714723587036132,0.07343943758947657,0.007720470428466797,0.0015624969630123405,goss,0.05,1000,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.05, 'n_estimators': 1000, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9872959190566795,0.9915254237288136,0.991512583461736,0.9873583563127063,0.004580343017188638,9
33,0.1146507740020752,0.008715985350428302,0.004764127731323242,0.003807411828705239,goss,0.1,100,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multiclass'}",0.983306184221167,0.9789764344904692,0.9915415946555087,0.9915254237288136,0.991512583461736,0.9873724441115389,0.005268723884433023,8
34,0.2732424736022949,0.06061553024379096,0.0051784515380859375,0.0012897605304559652,goss,0.1,500,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.1, 'n_estimators': 500, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9872959190566795,0.9872724940718635,0.991512583461736,0.9865077703813162,0.004096904932169385,25
35,0.3716417789459229,0.04965385014728815,0.005309581756591797,0.0009087339952568464,goss,0.1,1000,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.1, 'n_estimators': 1000, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9872959190566795,0.9872724940718635,0.991512583461736,0.9865077703813162,0.004096904932169385,25
36,0.07162356376647949,0.0026082833680151976,0.0029996395111083984,0.0006717782274348505,goss,0.2,100,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.2, 'n_estimators': 100, 'objective': 'multiclass'}",0.983306184221167,0.9789764344904692,0.9872959190566795,0.9915254237288136,0.991512583461736,0.986523308991773,0.004854197038020058,19
37,0.16122112274169922,0.012477711061224939,0.0043407917022705075,0.0007528830891171347,goss,0.2,500,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.2, 'n_estimators': 500, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9872959190566795,0.9915254237288136,0.991512583461736,0.9873583563127063,0.004580343017188638,9
38,0.25552878379821775,0.006993458441732231,0.0071585655212402345,0.005004262207441431,goss,0.2,1000,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.2, 'n_estimators': 1000, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9872959190566795,0.9915254237288136,0.991512583461736,0.9873583563127063,0.004580343017188638,9
39,0.05682253837585449,0.003710531891141031,0.0028768062591552736,0.0006148828818552693,goss,0.3,100,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.3, 'n_estimators': 100, 'objective': 'multiclass'}",0.9874814208258328,0.9747934757042946,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9856770642676475,0.005674898083486065,35
40,0.1368880271911621,0.0021647733045582454,0.0037740230560302734,0.0008084340211844436,goss,0.3,500,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.3, 'n_estimators': 500, 'objective': 'multiclass'}",0.9874814208258328,0.9747934757042946,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9856770642676475,0.005674898083486065,35
41,0.2280578136444092,0.015339974551259237,0.004488945007324219,0.0007602853953930233,goss,0.3,1000,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.3, 'n_estimators': 1000, 'objective': 'multiclass'}",0.9874814208258328,0.9747934757042946,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9856770642676475,0.005674898083486065,35
42,0.04520058631896973,0.003285835809913154,0.002797508239746094,0.0006754602021183905,goss,0.5,100,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.5, 'n_estimators': 100, 'objective': 'multiclass'}",0.9874814208258328,0.9789764344904692,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9865136560248825,0.004098020298701925,21
43,0.11490154266357422,0.0029464957874878466,0.003728151321411133,0.0009035200138102119,goss,0.5,500,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.5, 'n_estimators': 500, 'objective': 'multiclass'}",0.9874814208258328,0.9831396493047055,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9873462989877296,0.002648644680358109,15
44,0.19775714874267578,0.006273656559802857,0.004026556015014648,0.0009590482293459703,goss,0.5,1000,multiclass,"{'boosting_type': 'goss', 'learning_rate': 0.5, 'n_estimators': 1000, 'objective': 'multiclass'}",0.9874814208258328,0.9831396493047055,0.9872959190566795,0.9873019222896946,0.991512583461736,0.9873462989877296,0.002648644680358109,15
