,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
28,0.016018247604370116,0.0006651612861011022,0.0030004024505615235,0.00021038456382976913,gini,7,log2,10,"{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 10}",0.995786973191678,0.9790973688906669,0.9791353817439622,0.9873019222896946,0.9746031571918382,0.983184960661568,0.007516846939309561,79
29,0.07316994667053223,0.0009636570115309696,0.006793880462646484,0.0014906484461759634,gini,7,log2,50,"{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 50}",0.9873417721518988,0.9833644799434149,0.9831983665559247,0.9873019222896946,0.9957557038014782,0.9873924489484823,0.004555648282542602,56
30,0.14297642707824706,0.003748687020577618,0.010052776336669922,0.00028145765557829536,gini,7,log2,100,"{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 100}",0.9915544604895806,0.9833644799434149,0.9874816494122638,0.9873019222896946,0.9957557038014782,0.9890916431872865,0.004220681286307756,37
31,0.29136133193969727,0.015053283982074624,0.0176300048828125,0.0003870959116276361,gini,7,log2,200,"{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 200}",0.9915544604895806,0.9833644799434149,0.9874283759988236,0.9873019222896946,0.9957557038014782,0.9890809885045984,0.004224797338955608,38
32,0.016381216049194337,0.0003784665085728909,0.003017902374267578,0.0002025425538478997,gini,8,sqrt,10,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 10}",0.9957805907172996,0.9833644799434149,0.9790192648797793,0.9873019222896946,0.9957796588985699,0.9882491833457518,0.006683998575305357,47
33,0.0725717544555664,0.0016479779377284827,0.005898761749267578,0.00012777130821852657,gini,8,sqrt,50,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 50}",0.9957805907172996,0.987471790075394,0.9874283759988236,0.9873019222896946,0.9957557038014782,0.9907476765765381,0.004099584679767269,13
34,0.15359301567077638,0.018499266732493868,0.010488796234130859,0.0007305044012886931,gini,8,sqrt,100,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 100}",0.9915544604895806,0.9874225894416878,0.9873725998085477,0.9873019222896946,0.991516278320041,0.9890335700699102,0.0020431061446541323,42
35,0.2798330783843994,0.00424651126829617,0.01768975257873535,0.0009973951146637035,gini,8,sqrt,200,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 200}",0.9957805907172996,0.987471790075394,0.9791353817439622,0.9873019222896946,0.991518415665885,0.9882416200984471,0.005513124602030361,50
36,0.0171297550201416,0.0010466033882424075,0.0029738903045654296,0.00021059455734385573,gini,8,log2,10,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 10}",0.995773869772281,0.9915254237288136,0.9786884185386526,0.9873019222896946,0.9830438393946985,0.9872666947448281,0.006032070464844185,59
37,0.0817110538482666,0.014135737508849876,0.006388521194458008,0.0003932867953440797,gini,8,log2,50,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 50}",0.9957805907172996,0.9750503697241608,0.9790132816218621,0.9873019222896946,1.0,0.9874292328706034,0.009506314325843104,54
38,0.14134526252746582,0.002665785518625325,0.00986170768737793,0.000598565424598741,gini,8,log2,100,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 100}",0.9915544604895806,0.9833644799434149,0.983249470338983,0.9915450390357825,0.991518415665885,0.9882463730947293,0.004033182854305729,48
39,0.2874453544616699,0.011270815381829951,0.017739391326904295,0.000569317579874419,gini,8,log2,200,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 200}",0.9957805907172996,0.9833644799434149,0.9874283759988236,0.9873019222896946,0.9957557038014782,0.9899262145501423,0.004988770060522801,21
40,0.016658210754394533,0.0010038946538870734,0.0032496929168701174,0.00043555822026560475,gini,12,sqrt,10,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 10}",0.9789825943326826,0.9748290639445301,0.9791313583403555,0.9915500242405042,0.9957557038014782,0.9840497489319102,0.008101495695155692,74
41,0.09358205795288085,0.01757129375163778,0.007542562484741211,0.0014802659619823212,gini,12,sqrt,50,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 50}",0.9957805907172996,0.9833644799434149,0.9874816494122638,0.9915450390357825,1.0,0.9916343518217522,0.0058790996144102445,3
42,0.1548524856567383,0.009368631237038698,0.011338233947753906,0.0022924257450899353,gini,12,sqrt,100,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",0.9957805907172996,0.9833644799434149,0.9874283759988236,0.9873019222896946,0.991518415665885,0.9890787569230236,0.004228483673766908,39
43,0.29758944511413576,0.01031587549328344,0.018682336807250975,0.0016766200797842612,gini,12,sqrt,200,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 200}",0.9957805907172996,0.9833644799434149,0.9874283759988236,0.9873019222896946,0.9957557038014782,0.9899262145501423,0.004988770060522801,21
44,0.016266632080078124,0.0009816320854171988,0.0029798507690429687,0.00014346774158169342,gini,12,log2,10,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 10}",0.9831223628691983,0.9830646341541014,0.9787376835445744,0.9831795678417901,0.9872811275302917,0.983077075187991,0.002702483540347088,81
45,0.07234845161437989,0.002957725948480817,0.006636714935302735,0.0007094493842797962,gini,12,log2,50,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 50}",0.9957805907172996,0.9833644799434149,0.9957799175378994,0.9873019222896946,0.9957557038014782,0.9915965228579575,0.005263385329015656,4
46,0.14818830490112306,0.008890044759377179,0.010090923309326172,0.0003174054858128097,gini,12,log2,100,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 100}",0.9915544604895806,0.987471790075394,0.9873725998085477,0.9915450390357825,0.9872768560704774,0.9890441490959565,0.002046745139570141,41
47,0.2830714225769043,0.007649482992956501,0.018145418167114256,0.0009594952629979018,gini,12,log2,200,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 200}",0.9957805907172996,0.9833644799434149,0.9833615637995593,0.9915450390357825,0.9957557038014782,0.9899614754595069,0.005603963629805887,16
48,0.015769290924072265,0.0002089714242188654,0.0028805255889892576,0.00011647516506352485,gini,16,sqrt,10,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'sqrt', 'n_estimators': 10}",0.9872541208015135,0.9833644799434149,0.9873554103029738,0.9831149557830741,0.991512583461736,0.9865203100585426,0.0030891541176826815,66
49,0.07395305633544921,0.0042459703884601095,0.006062793731689453,0.00044535703262213986,gini,16,sqrt,50,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'sqrt', 'n_estimators': 50}",0.995773869772281,0.9832803177768282,0.983249470338983,0.9915450390357825,0.9957557038014782,0.9899208801450706,0.005648810921727907,23
50,0.154723596572876,0.0099409310078584,0.011272621154785157,0.0018631463926704632,gini,16,sqrt,100,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'sqrt', 'n_estimators': 100}",0.9957805907172996,0.9792898009156372,0.9873725998085477,0.9873019222896946,0.9957557038014782,0.9891001235065315,0.006186851966830467,36
51,0.2877549171447754,0.010192343535046106,0.017527008056640626,0.00044999104176734084,gini,16,sqrt,200,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'sqrt', 'n_estimators': 200}",0.9957805907172996,0.9833644799434149,0.9791353817439622,0.9873019222896946,0.9957557038014782,0.98826761569917,0.006646612040191414,45
52,0.0163602352142334,0.0004734188676117557,0.0034989833831787108,0.0009626599590685745,gini,16,log2,10,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'log2', 'n_estimators': 10}",0.9957805907172996,0.9874225894416878,0.9831322074325622,0.9831396493047055,1.0,0.989895007379251,0.006844474317093337,31
53,0.07398920059204102,0.002779446146126451,0.005840826034545899,3.66769305368411e-05,gini,16,log2,50,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'log2', 'n_estimators': 50}",0.9957805907172996,0.9790973688906669,0.9831983665559247,0.9873019222896946,1.0,0.9890756496907173,0.007765981168071195,40
54,0.145386266708374,0.0073394529759596774,0.009920167922973632,0.0001934037288447928,gini,16,log2,100,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'log2', 'n_estimators': 100}",0.9957805907172996,0.9916026709322006,0.9916077861147087,0.9873268000012035,1.0,0.9932635695530824,0.0043002401431322815,1
55,0.28969812393188477,0.004900945149204643,0.018070268630981445,0.0005573004865313709,gini,16,log2,200,"{'criterion': 'gini', 'max_depth': 16, 'max_features': 'log2', 'n_estimators': 200}",0.9957805907172996,0.987471790075394,0.9833615637995593,0.9873019222896946,0.9957557038014782,0.9899343141366852,0.004985219876176543,19
56,0.0164853572845459,0.00017977574125153074,0.0030791759490966797,0.0003566823221494358,entropy,4,sqrt,10,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 10}",0.974811147407105,0.938918159315158,0.9316373698940285,0.9746029843566918,0.9872477630567831,0.9614434848059531,0.021970536554665673,111
57,0.07170953750610351,0.001204196138081372,0.0057754993438720705,0.00021025325463498428,entropy,4,sqrt,50,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 50}",0.9873838464012082,0.9705324128497232,0.9791165196775073,0.9787293211483176,0.9957796588985699,0.9823083517950651,0.008589607106909806,83
58,0.14376182556152345,0.004543679685394622,0.009488773345947266,0.00013097740285533357,entropy,4,sqrt,100,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 100}",0.9788790995657651,0.9528413779947167,0.9609829438270283,0.9787293211483176,0.9915014686317218,0.9725868422335099,0.013853659859918026,104
59,0.2954368591308594,0.007653376736943513,0.01770310401916504,0.0015024112159689091,entropy,4,sqrt,200,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",0.9831499080756081,0.9617838168129916,0.9742167437082693,0.9743712762895052,0.9872477630567831,0.9761539015886314,0.008780063087586198,98
60,0.016748428344726562,0.0006238886793042901,0.003074359893798828,0.00028243026639985564,entropy,4,log2,10,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 10}",0.9745672867510321,0.9707696809177921,0.9615330699630432,0.97027424513119,0.9702940884977455,0.9694876742521605,0.004289306034991656,107
61,0.07554025650024414,0.0027105892976314245,0.006029367446899414,0.0004967370849658791,entropy,4,log2,50,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 50}",0.9832279293252615,0.966465608546419,0.9872165345074487,0.9743712762895052,0.9830777334630246,0.9788718164263317,0.007489574527887163,91
62,0.15102205276489258,0.014787560571470586,0.00966196060180664,0.00015545077118026966,entropy,4,log2,100,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 100}",0.9873838464012082,0.9617838168129916,0.9742809450436569,0.9743712762895052,0.983149927092646,0.9761939623280016,0.008811731551377083,97
63,0.2957154273986816,0.00593013049689913,0.017300748825073244,0.0005462772809797648,entropy,4,log2,200,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",0.9831499080756081,0.9661801730336459,0.9784359181946083,0.9743712762895052,0.9872477630567831,0.9778770077300301,0.007280563291439795,95
64,0.01819267272949219,0.0006762201663931167,0.0031082630157470703,0.0003599786111316878,entropy,5,sqrt,10,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 10}",0.9831716691353871,0.966981062874179,0.974809285564211,0.966205632665223,0.9826445441451174,0.9747624388768233,0.007302241801687273,100
65,0.08315129280090332,0.005334259924718963,0.006219482421875,0.0003404455221148487,entropy,5,sqrt,50,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}",0.9873838464012082,0.9705324128497232,0.9831322074325622,0.9873019222896946,0.9957796588985699,0.9848260095743516,0.00824416132237362,73
66,0.1564302921295166,0.005514575463697476,0.009797000885009765,0.00030775077578671105,entropy,5,sqrt,100,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}",0.9831499080756081,0.9750503697241608,0.9788143215672717,0.9873019222896946,0.983149927092646,0.9814932897498763,0.004193259651546019,85
67,0.3206679344177246,0.007552940687861608,0.018826389312744142,0.001765434514770481,entropy,5,sqrt,200,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200}",0.9873838464012082,0.9791207354965932,0.9873725998085477,0.9873019222896946,0.9957557038014782,0.9873869615595045,0.005260680330095343,57
68,0.017884349822998045,0.0006703731250982664,0.0031862735748291017,0.00047444672796079413,entropy,5,log2,10,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 10}",0.9664386775452516,0.9790376490694798,0.9703182698607965,0.987312736104911,0.9873553941350551,0.9780925453430989,0.008578548833047461,94
69,0.08082771301269531,0.002438758778088685,0.006949281692504883,0.00029955613153245786,entropy,5,log2,50,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 50}",0.9915544604895806,0.9791207354965932,0.9788808178638687,0.9873019222896946,0.9874281173594941,0.9848572106998462,0.005021229921915917,70
70,0.16089158058166503,0.0037065716727264263,0.010216712951660156,0.000727790963899296,entropy,5,log2,100,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}",0.9873838464012082,0.9833644799434149,0.9791353817439622,0.9873019222896946,0.9916075274753792,0.9857586315707317,0.004215022018310835,67
71,0.3204164981842041,0.008922550972034026,0.01862359046936035,0.0004240146906642759,entropy,5,log2,200,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200}",0.9873838464012082,0.9748446293416795,0.983249470338983,0.9873019222896946,1.0,0.9865559736743131,0.00812492716051716,65
72,0.01999502182006836,0.0009288412508538923,0.0034713268280029295,0.00038342120974610324,entropy,6,sqrt,10,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 10}",0.9872684592543485,0.9707696809177921,0.9831418811119245,0.9873019222896946,0.9957627118644068,0.9848489310876334,0.008150106725619347,71
73,0.0839768409729004,0.0037965620159639258,0.006351280212402344,0.0003526585689885077,entropy,6,sqrt,50,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 50}",0.983043066729246,0.9748446293416795,0.9790132816218621,0.9831149557830741,1.0,0.9840031866951723,0.008560223663544711,76
74,0.1542133331298828,0.002350991154836909,0.009848213195800782,0.00024140394346645075,entropy,6,sqrt,100,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",0.9915544604895806,0.9833644799434149,0.9957627118644068,0.9873019222896946,0.9915211522689995,0.9899009453712194,0.004223737452212192,30
75,0.3329924583435059,0.014246124284344958,0.017631053924560547,0.0005826494484742565,entropy,6,sqrt,200,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 200}",0.9915544604895806,0.9833644799434149,0.9873554103029738,0.9873019222896946,1.0,0.9899152546051327,0.005668933637320481,27
76,0.01772313117980957,0.0007043704699948055,0.0033795833587646484,0.0007662733074337525,entropy,6,log2,10,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 10}",0.9916431962998786,0.9621230256267767,0.9614007007069346,0.9915450390357825,0.9788808178638687,0.9771185559066481,0.013372442272729632,96
77,0.08383717536926269,0.002135157686176759,0.006327676773071289,0.00038626860274429176,entropy,6,log2,50,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 50}",0.987317918131166,0.9833644799434149,0.983249470338983,0.9830508474576272,1.0,0.9873965431742382,0.006499140314162787,55
78,0.16256370544433593,0.005264032728996525,0.009790372848510743,0.00027212446986068275,entropy,6,log2,100,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 100}",0.9915544604895806,0.9833644799434149,0.9873725998085477,0.9873019222896946,1.0,0.9899186925062476,0.005667385188765606,24
79,0.3246105194091797,0.004705748711964727,0.01869354248046875,0.0034972852325539823,entropy,6,log2,200,"{'criterion': 'entropy', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 200}",0.9915544604895806,0.9833644799434149,0.9874816494122638,0.9873019222896946,1.0,0.9899405024269908,0.00565774667235355,17
80,0.019873332977294923,0.0027172995723153876,0.002912569046020508,0.0002925481033331935,entropy,7,sqrt,10,"{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 10}",0.9789699283370169,0.9707696809177921,0.9789652820791961,0.9957690305614312,0.9957605745185628,0.9840468992827999,0.010024984230838245,75
