,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,param_objective,param_reg_alpha,param_reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
44,0.3616156578063965,0.037436916258098356,0.00848078727722168,0.0011865832607813886,0.1,100,multi:softmax,0.1,2,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 0.1, 'reg_lambda': 2}",1.0,0.9915254237288136,0.9915150134194323,1.0,0.9874201871995952,0.9940921248695682,0.005050746233140726,3
45,0.34934659004211427,0.033216361279333154,0.00797896385192871,0.0006284923289485818,0.1,100,multi:softmax,1,0.1,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 0.1}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
46,0.36678194999694824,0.026306076926825257,0.008577823638916016,0.000489011047775705,0.1,100,multi:softmax,1,1,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 1}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
47,0.32628173828125,0.015851321635826664,0.008179473876953124,0.0003993302781089549,0.1,100,multi:softmax,1,1.2,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 1.2}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
48,0.34563522338867186,0.02726620028165224,0.008678627014160157,0.0008681622433831087,0.1,100,multi:softmax,1,1.4,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 1.4}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
49,0.33176698684692385,0.02362515987021324,0.00827960968017578,0.0008716651386186683,0.1,100,multi:softmax,1,2,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1, 'reg_lambda': 2}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
50,0.27351131439208987,0.004304677112480286,0.008178997039794921,0.00040016239659862424,0.1,100,multi:softmax,1.2,0.1,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1.2, 'reg_lambda': 0.1}",0.9957772900059964,0.9872698826597132,0.9915150134194323,0.9957593971670388,0.9874201871995952,0.9915483540903551,0.0037673591289763913,97
51,0.2915628433227539,0.00921661891680268,0.007779407501220703,0.0003987790436945755,0.1,100,multi:softmax,1.2,1,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1.2, 'reg_lambda': 1}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
52,0.282481050491333,0.004697046219000533,0.007981061935424805,2.0784849851325388e-06,0.1,100,multi:softmax,1.2,1.2,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1.2, 'reg_lambda': 1.2}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
53,0.28836750984191895,0.010337733772183931,0.007979345321655274,0.000630751108819903,0.1,100,multi:softmax,1.2,1.4,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1.2, 'reg_lambda': 1.4}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
54,0.2903641700744629,0.0032537768254488125,0.0075800418853759766,0.00048822760287261553,0.1,100,multi:softmax,1.2,2,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 1.2, 'reg_lambda': 2}",0.9957772900059964,0.9872698826597132,0.9915150134194323,1.0,0.9874201871995952,0.9923964746569475,0.004920688292187517,29
55,0.26592416763305665,0.00821474643127721,0.00797896385192871,2.3360154559928684e-07,0.1,100,multi:softmax,2,0.1,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 2, 'reg_lambda': 0.1}",0.9957772900059964,0.9872698826597132,0.9872810399812071,0.9957593971670388,0.9874201871995952,0.9907015594027101,0.004137354853625347,113
56,0.27161216735839844,0.012184991827326009,0.008080005645751953,0.0002030155130817181,0.1,100,multi:softmax,2,1,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 2, 'reg_lambda': 1}",0.9957772900059964,0.9872698826597132,0.9830909591128932,0.9957593971670388,0.9874201871995952,0.9898635432290475,0.005065539537817576,120
57,0.26382932662963865,0.004339132514045911,0.0076824665069580075,0.00039816092873307633,0.1,100,multi:softmax,2,1.2,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 2, 'reg_lambda': 1.2}",0.9957772900059964,0.9872698826597132,0.9830909591128932,0.9957593971670388,0.9874201871995952,0.9898635432290475,0.005065539537817576,120
58,0.26792516708374026,0.0057106314309083766,0.007880306243896485,0.00019602801671587237,0.1,100,multi:softmax,2,1.4,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 2, 'reg_lambda': 1.4}",0.9957772900059964,0.9872698826597132,0.9830909591128932,0.9957593971670388,0.9874201871995952,0.9898635432290475,0.005065539537817576,120
59,0.266325044631958,0.004064563744394173,0.007380294799804688,0.000488383298320547,0.1,100,multi:softmax,2,2,"{'learning_rate': 0.1, 'n_estimators': 100, 'objective': 'multi:softmax', 'reg_alpha': 2, 'reg_lambda': 2}",0.9957772900059964,0.9872698826597132,0.9830909591128932,0.9957593971670388,0.9874201871995952,0.9898635432290475,0.005065539537817576,120
